379,Suzuki,Kazishi
380,Suzuki,Bei Douxing
381,Everus,Linian S1
382,MG,MG3 SW
383,MG,MG5
384,MG,MG6 sedan
385,MG,MG6 hatchback
386,MG,MG7
387,MG,MG3
388,Opel,Antara
389,Opel,Zafira
390,Opel,GTC hatchback
391,Venucia,Venucia R50
392,Venucia,Venucia D50
393,Mitsubishi,Pajero
394,Mitsubishi,Grandis
395,Mitsubishi,Evo
396,Mitsubishi,ASX abroad version
397,Mitsubishi,Outlander abroad version
398,Mitsubishi,Mitsubishi Fortis
399,Mitsubishi,Mitsubishi Lancer EX
400,SAAB,SAAB D70
401,Wuling,Wulinghongguang
402,Wuling,Wulingzhiguang
403,Wuling,Wulingrongguang
404,Chevy,AVEO hatchback
405,Chevy,Trax
406,Chevy,Epica
407,Chevy,Cruze sedan
408,Chevy,Cruze hatchback
409,Chevy,Captiva
410,Chevy,Aveo
411,Chevy,Lova
412,Chevy,Malibu
413,Chevy,Sail hatchback
414,Chevy,Sail sedan
415,Chevy,Aveo sedan
416,Chevy,Camaro
417,Zhonghua,Zhonghua H330
418,Zhonghua,Zhonghua H530
419,Zhonghua,Zhonghua V5
420,Zhonghua,Zhonghua Junjie
421,Zhonghua,Zhonghua Junjie CROSS
422,Zhonghua,Zhonghua Junjie FRV
423,Zhonghua,Zhonghua Junjie FSV
424,Zhonghua,Zhonghua Junjie Wagon
425,Zhonghua,Zhonghua Zunchi
426,Zhonghua,Zhonghua H230
427,Brabus,Brabus S Class
428,Zxauto,Grandtiger G3
429,Zxauto,Grandtiger TUV
430,Zxauto,Qijian A9
